Date,Ticker,Log_Return,Sector,Beta,Beta_Group
2018-01-03,GILD,0.007529101284186021,Health Care,0.6266118025520079,Low Beta
2018-01-03,GIS,-0.00526463482916828,Consumer Staples,0.4105363536682694,Low Beta
2018-01-03,HAL,0.01778093765135828,Energy,1.779042915001656,High Beta
2018-01-03,HRL,-0.009950502847105185,Consumer Staples,0.450234151534058,Low Beta
2018-01-03,IVZ,0.004939626359966692,Financials,1.5699667125828225,High Beta
2018-01-03,KDP,0.0005243706596931468,Consumer Staples,0.5522291159748857,Low Beta
2018-01-03,KEY,0.0034645749908585096,Financials,1.5750747595418342,High Beta
2018-01-03,KMB,-0.01685407016282381,Consumer Staples,0.5618366175429953,Low Beta
2018-01-03,KR,-0.016028857918989406,Consumer Staples,0.3428434136555888,Low Beta
2018-01-03,LNT,-0.008825206877699837,Utilities,0.669166453672066,Low Beta
2018-01-03,LRCX,0.016868786510841543,Information Technology,1.5929226870634567,High Beta
2018-01-03,MGM,-0.005385605632209072,Consumer Discretionary,1.790475425493799,High Beta
2018-01-03,MKC,0.0023679267145286426,Consumer Staples,0.6579102598150524,Low Beta
2018-01-03,MPC,0.02106266185566577,Energy,1.6182945635653836,High Beta
2018-01-03,NCLH,0.007432280288344049,Consumer Discretionary,1.9367770039299843,High Beta
2018-01-03,NEM,-0.008420691431332951,Materials,0.2901094275651221,Low Beta
2018-01-03,OKE,0.016154126844428983,Energy,1.5831842136241936,High Beta
2018-01-03,ON,0.0435144324347934,Information Technology,1.6822247449069645,High Beta
2018-01-03,OXY,0.013693252724801468,Energy,1.7262379082508437,High Beta
2018-01-03,PG,-0.0012140018308394954,Consumer Staples,0.667031482232581,Low Beta
2018-01-03,PRU,0.00034616024928377605,Financials,1.595709425793827,High Beta
2018-01-03,PSA,0.0021788110497288774,Real Estate,0.597557369079425,Low Beta
2018-01-03,RCL,0.026235294923035602,Consumer Discretionary,1.809571966821288,High Beta
2018-01-03,SJM,-0.0025901084608741325,Consumer Staples,0.3851387093791879,Low Beta
2018-01-03,SW,0.008673472171237024,Materials,0.4651485500337147,Low Beta
2018-01-03,SYF,0.006668454973832521,Financials,1.5916286187093565,High Beta
2018-01-03,TPR,0.00022073484248649722,Consumer Discretionary,1.6750840332864412,High Beta
2018-01-03,TRGP,0.016966520992330602,Energy,1.8301363839659812,High Beta
2018-01-03,TTD,0.0318093189371411,Communication Services,1.55838494388866,High Beta
2018-01-03,URI,0.00923233013091957,Industrials,1.6341744654860664,High Beta
2018-01-03,VZ,-0.02076337281119924,Communication Services,0.5189669305555996,Low Beta
2018-01-03,WDC,0.01572722591221441,Information Technology,1.6024303444777646,High Beta
2018-01-03,WEC,-0.0035031959510705454,Utilities,0.6188645710611731,Low Beta
2018-01-03,WMT,0.00868523099040105,Consumer Staples,0.5449454621080049,Low Beta
2018-01-03,WYNN,-0.010892947756012959,Consumer Discretionary,1.5898594484416992,High Beta
2018-01-03,XYZ,0.031031428700220447,Financials,1.7082948685545214,High Beta
2018-01-04,AEP,-0.011909175879680661,Utilities,0.5855510507318068,Low Beta
2018-01-04,AMP,0.0036604112146775302,Financials,1.770886085357816,High Beta
2018-01-04,APA,0.03276869519730924,Energy,1.9504802306078584,High Beta
2018-01-04,BA,-0.0038015735793629555,Industrials,1.655419275218408,High Beta
2018-01-04,C,0.012258774362776748,Financials,1.570468635973682,High Beta
2018-01-04,CAG,0.016208525193582804,Consumer Staples,0.4802031553953858,Low Beta
2018-01-04,CCL,-0.0007477506014636982,Consumer Discretionary,1.8373474513096075,High Beta
2018-01-04,CHD,0.016759543780397654,Consumer Staples,0.4887350572192573,Low Beta
2018-01-04,CHRW,0.0025665108542422405,Industrials,0.5900930323754365,Low Beta
2018-01-04,CL,0.006392602870894014,Consumer Staples,0.6415020560721268,Low Beta
2018-01-04,CLX,0.01563373794522654,Consumer Staples,0.3303493339744947,Low Beta
2018-01-04,CMS,-0.011206487554259252,Utilities,0.6372607528228073,Low Beta
2018-01-04,COF,0.019715513775337243,Financials,1.5607250917854707,High Beta
2018-01-04,COST,-0.007796065043651297,Consumer Staples,0.6636627951917302,Low Beta
2018-01-04,CPB,0.008312966253672461,Consumer Staples,0.3452942820994704,Low Beta
2018-01-04,CVNA,0.020474807504389497,Consumer Discretionary,1.9199095993306492,High Beta
2018-01-04,DG,0.011635578983473125,Consumer Staples,0.5782907860957667,Low Beta
2018-01-04,DPZ,0.028951485899680933,Consumer Discretionary,0.5289651261194434,Low Beta
2018-01-04,DVN,0.011867533985488423,Energy,1.69817010618707,High Beta
2018-01-04,ED,-0.011785377351428332,Utilities,0.5581115169616554,Low Beta
2018-01-04,EXR,-0.018336053010056395,Real Estate,0.6184219832313661,Low Beta
2018-01-04,FANG,0.0074048837662902284,Energy,1.5597430966611443,High Beta
2018-01-04,FCX,0.013772233050111018,Materials,1.634547283993815,High Beta
2018-01-04,GEN,0.0020730141526323943,Information Technology,0.6456855977506586,Low Beta
2018-01-04,GILD,-0.010232132361900096,Health Care,0.6266118025520079,Low Beta
2018-01-04,GIS,0.011511827192194788,Consumer Staples,0.4105363536682694,Low Beta
2018-01-04,HAL,0.022129331350645196,Energy,1.779042915001656,High Beta
2018-01-04,HRL,0.012422652915810219,Consumer Staples,0.450234151534058,Low Beta
2018-01-04,IVZ,0.008178998990805769,Financials,1.5699667125828225,High Beta
2018-01-04,KDP,0.004710055631172744,Consumer Staples,0.5522291159748857,Low Beta
2018-01-04,KEY,0.00394480443341991,Financials,1.5750747595418342,High Beta
2018-01-04,KMB,0.011464506487661057,Consumer Staples,0.5618366175429953,Low Beta
2018-01-04,KR,-0.031737211275062856,Consumer Staples,0.3428434136555888,Low Beta
2018-01-04,LNT,-0.011808695709750384,Utilities,0.669166453672066,Low Beta
2018-01-04,LRCX,0.004560540306556241,Information Technology,1.5929226870634567,High Beta
2018-01-04,MGM,0.009851825608735432,Consumer Discretionary,1.790475425493799,High Beta
2018-01-04,MKC,0.006287484322245586,Consumer Staples,0.6579102598150524,Low Beta
2018-01-04,MPC,0.0010198986062557398,Energy,1.6182945635653836,High Beta
2018-01-04,NCLH,-0.012539894107499741,Consumer Discretionary,1.9367770039299843,High Beta
2018-01-04,NEM,0.011037795754066708,Materials,0.2901094275651221,Low Beta
2018-01-04,OKE,0.011813212154350813,Energy,1.5831842136241936,High Beta
2018-01-04,ON,0.0,Information Technology,1.6822247449069645,High Beta
2018-01-04,OXY,-0.0005335251259101494,Energy,1.7262379082508437,High Beta
2018-01-04,PG,0.007043613816139665,Consumer Staples,0.667031482232581,Low Beta
2018-01-04,PRU,0.008793518103016552,Financials,1.595709425793827,High Beta
2018-01-04,PSA,-0.01785940040966342,Real Estate,0.597557369079425,Low Beta
2018-01-04,RCL,-0.009104354459815991,Consumer Discretionary,1.809571966821288,High Beta
2018-01-04,SJM,0.007990796755645417,Consumer Staples,0.3851387093791879,Low Beta
2018-01-04,SW,0.0,Materials,0.4651485500337147,Low Beta
2018-01-04,SYF,0.007131914206978688,Financials,1.5916286187093565,High Beta
2018-01-04,TPR,-0.0015476375610255174,Consumer Discretionary,1.6750840332864412,High Beta
2018-01-04,TRGP,0.00877375939630466,Energy,1.8301363839659812,High Beta
2018-01-04,TTD,-0.0054416257242078945,Communication Services,1.55838494388866,High Beta
2018-01-04,URI,-0.01837661310649668,Industrials,1.6341744654860664,High Beta
2018-01-04,VZ,0.003237326246060485,Communication Services,0.5189669305555996,Low Beta
2018-01-04,WDC,-0.006066435448883931,Information Technology,1.6024303444777646,High Beta
2018-01-04,WEC,-0.0035157380233884167,Utilities,0.6188645710611731,Low Beta
2018-01-04,WMT,0.0009045905397043188,Consumer Staples,0.5449454621080049,Low Beta
2018-01-04,WYNN,0.005400456690778873,Consumer Discretionary,1.5898594484416992,High Beta
2018-01-04,XYZ,0.020952818042688014,Financials,1.7082948685545214,High Beta
2018-01-05,AEP,-0.002116239011927059,Utilities,0.5855510507318068,Low Beta
2018-01-05,AMP,0.003412354465295401,Financials,1.770886085357816,High Beta
2018-01-05,APA,-0.009653906267220558,Energy,1.9504802306078584,High Beta
2018-01-05,BA,0.040202747816144226,Industrials,1.655419275218408,High Beta
2018-01-05,C,-0.0013249258104259954,Financials,1.570468635973682,High Beta
2018-01-05,CAG,0.0031579146316042615,Consumer Staples,0.4802031553953858,Low Beta
2018-01-05,CCL,-0.008261309530047315,Consumer Discretionary,1.8373474513096075,High Beta
2018-01-05,CHD,0.0025999178027253525,Consumer Staples,0.4887350572192573,Low Beta
2018-01-05,CHRW,-0.0016728987941976327,Industrials,0.5900930323754365,Low Beta
2018-01-05,CL,0.0011936420918870548,Consumer Staples,0.6415020560721268,Low Beta
2018-01-05,CLX,0.0002747731449950739,Consumer Staples,0.3303493339744947,Low Beta
2018-01-05,CMS,-0.007178118003412156,Utilities,0.6372607528228073,Low Beta
2018-01-05,COF,9.874075312320252e-05,Financials,1.5607250917854707,High Beta
2018-01-05,COST,-0.007164847087301605,Consumer Staples,0.6636627951917302,Low Beta
2018-01-05,CPB,0.0038138084328549157,Consumer Staples,0.3452942820994704,Low Beta
2018-01-05,CVNA,0.049932322298317365,Consumer Discretionary,1.9199095993306492,High Beta
2018-01-05,DG,0.006603495213668282,Consumer Staples,0.5782907860957667,Low Beta
2018-01-05,DPZ,0.015141849332079892,Consumer Discretionary,0.5289651261194434,Low Beta
2018-01-05,DVN,-0.002779493469970026,Energy,1.69817010618707,High Beta
2018-01-05,ED,-0.0009784079685932617,Utilities,0.5581115169616554,Low Beta
2018-01-05,EXR,-0.004756182184055255,Real Estate,0.6184219832313661,Low Beta
2018-01-05,FANG,-0.0011535518511634603,Energy,1.5597430966611443,High Beta
2018-01-05,FCX,0.008072598556412552,Materials,1.634547283993815,High Beta
2018-01-05,GEN,0.018468799403308808,Information Technology,0.6456855977506586,Low Beta
2018-01-05,GILD,0.00835478447867019,Health Care,0.6266118025520079,Low Beta
2018-01-05,GIS,0.008548072938263136,Consumer Staples,0.4105363536682694,Low Beta
2018-01-05,HAL,0.0036734769104820215,Energy,1.779042915001656,High Beta
2018-01-05,HRL,-0.0027473782161306953,Consumer Staples,0.450234151534058,Low Beta
2018-01-05,IVZ,0.012144195014532223,Financials,1.5699667125828225,High Beta
2018-01-05,KDP,-0.002823280806086898,Consumer Staples,0.5522291159748857,Low Beta
2018-01-05,KEY,0.0004916793309437825,Financials,1.5750747595418342,High Beta
2018-01-05,KMB,-0.0021976022509851653,Consumer Staples,0.5618366175429953,Low Beta
2018-01-05,KR,0.012523126951957885,Consumer Staples,0.3428434136555888,Low Beta
2018-01-05,LNT,-0.004130180311237227,Utilities,0.669166453672066,Low Beta
2018-01-05,LRCX,0.01549698375502245,Information Technology,1.5929226870634567,High Beta
2018-01-05,MGM,0.006810024194781193,Consumer Discretionary,1.790475425493799,High Beta
2018-01-05,MKC,0.009745783568149072,Consumer Staples,0.6579102598150524,Low Beta
2018-01-05,MPC,0.009563673422497613,Energy,1.6182945635653836,High Beta
2018-01-05,NCLH,0.0034687141677242224,Consumer Discretionary,1.9367770039299843,High Beta
2018-01-05,NEM,0.0036528154718103224,Materials,0.2901094275651221,Low Beta
2018-01-05,OKE,-0.0024943847686422294,Energy,1.5831842136241936,High Beta
2018-01-05,ON,0.002192469038368212,Information Technology,1.6822247449069645,High Beta
2018-01-05,OXY,-0.005484373102264882,Energy,1.7262379082508437,High Beta
2018-01-05,PG,0.0006578315349348261,Consumer Staples,0.667031482232581,Low Beta
2018-01-05,PRU,0.009991567375334076,Financials,1.595709425793827,High Beta
2018-01-05,PSA,-0.005876089300227971,Real Estate,0.597557369079425,Low Beta
2018-01-05,RCL,-0.010094811407558704,Consumer Discretionary,1.809571966821288,High Beta
2018-01-05,SJM,0.009282353030657239,Consumer Staples,0.3851387093791879,Low Beta
2018-01-05,SW,0.0,Materials,0.4651485500337147,Low Beta
2018-01-05,SYF,0.008591920260438072,Financials,1.5916286187093565,High Beta
2018-01-05,TPR,0.004635536663133743,Consumer Discretionary,1.6750840332864412,High Beta
2018-01-05,TRGP,-0.03886327567587523,Energy,1.8301363839659812,High Beta
2018-01-05,TTD,0.014583627708661132,Communication Services,1.55838494388866,High Beta
2018-01-05,URI,-0.003610970512503927,Industrials,1.6341744654860664,High Beta
2018-01-05,VZ,-0.0022840161803189835,Communication Services,0.5189669305555996,Low Beta
2018-01-05,WDC,0.0063085160769426685,Information Technology,1.6024303444777646,High Beta
2018-01-05,WEC,-0.006759844645313932,Utilities,0.6188645710611731,Low Beta
2018-01-05,WMT,0.005909957497405218,Consumer Staples,0.5449454621080049,Low Beta
2018-01-05,WYNN,0.006648507046833141,Consumer Discretionary,1.5898594484416992,High Beta
2018-01-05,XYZ,0.07676662730550754,Financials,1.7082948685545214,High Beta
2018-01-08,AEP,0.008718773672857297,Utilities,0.5855510507318068,Low Beta
2018-01-08,AMP,0.010108904343494998,Financials,1.770886085357816,High Beta
2018-01-08,APA,-0.010183068279789749,Energy,1.9504802306078584,High Beta
2018-01-08,BA,0.0042328891668843675,Industrials,1.655419275218408,High Beta
2018-01-08,C,-0.011738453685682434,Financials,1.570468635973682,High Beta
2018-01-08,CAG,-0.014289534676384556,Consumer Staples,0.4802031553953858,Low Beta
2018-01-08,CCL,-0.003777930057594166,Consumer Discretionary,1.8373474513096075,High Beta
2018-01-08,CHD,0.0073624156803220875,Consumer Staples,0.4887350572192573,Low Beta
2018-01-08,CHRW,0.013418450283655447,Industrials,0.5900930323754365,Low Beta
2018-01-08,CL,0.0014573802890026342,Consumer Staples,0.6415020560721268,Low Beta
2018-01-08,CLX,0.004860242348812718,Consumer Staples,0.3303493339744947,Low Beta
2018-01-08,CMS,0.011503003763998959,Utilities,0.6372607528228073,Low Beta
2018-01-08,COF,-0.0062303996600185565,Financials,1.5607250917854707,High Beta
2018-01-08,COST,0.003880728574029288,Consumer Staples,0.6636627951917302,Low Beta
2018-01-08,CPB,0.007163552162379875,Consumer Staples,0.3452942820994704,Low Beta
2018-01-08,CVNA,0.017103040985997305,Consumer Discretionary,1.9199095993306492,High Beta
2018-01-08,DG,-0.013818067696624645,Consumer Staples,0.5782907860957667,Low Beta
2018-01-08,DPZ,0.016389839558090823,Consumer Discretionary,0.5289651261194434,Low Beta
2018-01-08,DVN,0.003242064621967434,Energy,1.69817010618707,High Beta
2018-01-08,ED,0.013970854001858659,Utilities,0.5581115169616554,Low Beta
2018-01-08,EXR,0.015023668706553302,Real Estate,0.6184219832313661,Low Beta
2018-01-08,FANG,0.007740250377666546,Energy,1.5597430966611443,High Beta
2018-01-08,FCX,-0.004532842037568775,Materials,1.634547283993815,High Beta
2018-01-08,GEN,0.0020309731589091577,Information Technology,0.6456855977506586,Low Beta
2018-01-08,GILD,-0.0016110648507348013,Health Care,0.6266118025520079,Low Beta
2018-01-08,GIS,0.0033322260194724065,Consumer Staples,0.4105363536682694,Low Beta
2018-01-08,HAL,0.009028760158657929,Energy,1.779042915001656,High Beta
2018-01-08,HRL,0.0016497113152471297,Consumer Staples,0.450234151534058,Low Beta
2018-01-08,IVZ,-0.011872836995824523,Financials,1.5699667125828225,High Beta
2018-01-08,KDP,0.0018830725832011095,Consumer Staples,0.5522291159748857,Low Beta
2018-01-08,KEY,-0.0024624406681049028,Financials,1.5750747595418342,High Beta
2018-01-08,KMB,0.0106061054855367,Consumer Staples,0.5618366175429953,Low Beta
2018-01-08,KR,0.023513657398650318,Consumer Staples,0.3428434136555888,Low Beta
2018-01-08,LNT,0.011135721198759453,Utilities,0.669166453672066,Low Beta
2018-01-08,LRCX,0.007506638722017463,Information Technology,1.5929226870634567,High Beta
2018-01-08,MGM,-0.023586508789532282,Consumer Discretionary,1.790475425493799,High Beta
2018-01-08,MKC,0.001066058863684769,Consumer Staples,0.6579102598150524,Low Beta
2018-01-08,MPC,0.0007212097811180871,Energy,1.6182945635653836,High Beta
2018-01-08,NCLH,-0.0038345538962559753,Consumer Discretionary,1.9367770039299843,High Beta
2018-01-08,NEM,-0.0010423544645404442,Materials,0.2901094275651221,Low Beta
2018-01-08,OKE,0.010293149154354253,Energy,1.5831842136241936,High Beta
2018-01-08,ON,0.006113529607987338,Information Technology,1.6822247449069645,High Beta
2018-01-08,OXY,0.008547813384245945,Energy,1.7262379082508437,High Beta
2018-01-08,PG,0.005246924303944597,Consumer Staples,0.667031482232581,Low Beta
2018-01-08,PRU,-0.0005948425840628238,Financials,1.595709425793827,High Beta
2018-01-08,PSA,0.007941548433506652,Real Estate,0.597557369079425,Low Beta
2018-01-08,RCL,-0.0011556090711069167,Consumer Discretionary,1.809571966821288,High Beta
2018-01-08,SJM,0.009039195646638631,Consumer Staples,0.3851387093791879,Low Beta
2018-01-08,SW,-0.028698395718690983,Materials,0.4651485500337147,Low Beta
2018-01-08,SYF,-0.012151549105497315,Financials,1.5916286187093565,High Beta
2018-01-08,TPR,-0.002645842253356946,Consumer Discretionary,1.6750840332864412,High Beta
2018-01-08,TRGP,0.0028851688161491487,Energy,1.8301363839659812,High Beta
2018-01-08,TTD,-0.00997718893096176,Communication Services,1.55838494388866,High Beta
2018-01-08,URI,0.006223912403360711,Industrials,1.6341744654860664,High Beta
2018-01-08,VZ,-0.0017163851929099048,Communication Services,0.5189669305555996,Low Beta
2018-01-08,WDC,-0.015232210078643303,Information Technology,1.6024303444777646,High Beta
2018-01-08,WEC,0.008595727398188459,Utilities,0.6188645710611731,Low Beta
2018-01-08,WMT,0.014672352984208393,Consumer Staples,0.5449454621080049,Low Beta
2018-01-08,WYNN,-0.013403441858217314,Consumer Discretionary,1.5898594484416992,High Beta
2018-01-08,XYZ,-0.009279702213587633,Financials,1.7082948685545214,High Beta
2018-01-09,AEP,-0.011831056888213927,Utilities,0.5855510507318068,Low Beta
2018-01-09,AMP,0.012020660870546627,Financials,1.770886085357816,High Beta
2018-01-09,APA,-0.030288563914609632,Energy,1.9504802306078584,High Beta
2018-01-09,BA,0.02634650474629096,Industrials,1.655419275218408,High Beta
2018-01-09,C,0.010411237547501794,Financials,1.570468635973682,High Beta
2018-01-09,CAG,-0.0034711124961436103,Consumer Staples,0.4802031553953858,Low Beta
2018-01-09,CCL,0.023639565486884687,Consumer Discretionary,1.8373474513096075,High Beta
2018-01-09,CHD,-0.0009919966098624047,Consumer Staples,0.4887350572192573,Low Beta
2018-01-09,CHRW,0.007462640530264104,Industrials,0.5900930323754365,Low Beta
2018-01-09,CL,0.001455382186229859,Consumer Staples,0.6415020560721268,Low Beta
2018-01-09,CLX,-0.0019139234839924382,Consumer Staples,0.3303493339744947,Low Beta
2018-01-09,CMS,-0.013688338726566397,Utilities,0.6372607528228073,Low Beta
2018-01-09,COF,0.008790538072910118,Financials,1.5607250917854707,High Beta
2018-01-09,COST,-0.011687477130086974,Consumer Staples,0.6636627951917302,Low Beta
2018-01-09,CPB,0.00042283118861049385,Consumer Staples,0.3452942820994704,Low Beta
2018-01-09,CVNA,0.005967240047931531,Consumer Discretionary,1.9199095993306492,High Beta
2018-01-09,DG,0.0010615020150237316,Consumer Staples,0.5782907860957667,Low Beta
2018-01-09,DPZ,0.015110442400355294,Consumer Discretionary,0.5289651261194434,Low Beta
2018-01-09,DVN,-0.01655244508280961,Energy,1.69817010618707,High Beta
2018-01-09,ED,-0.010673030294366862,Utilities,0.5581115169616554,Low Beta
2018-01-09,EXR,-0.02448442035914773,Real Estate,0.6184219832313661,Low Beta
2018-01-09,FANG,-0.027082895070497787,Energy,1.5597430966611443,High Beta
2018-01-09,FCX,-0.04596708229532932,Materials,1.634547283993815,High Beta
2018-01-09,GEN,-0.019119591932354282,Information Technology,0.6456855977506586,Low Beta
2018-01-09,GILD,0.048533882919320606,Health Care,0.6266118025520079,Low Beta
2018-01-09,GIS,-0.0052127664499242304,Consumer Staples,0.4105363536682694,Low Beta
2018-01-09,HAL,-0.003448088506785773,Energy,1.779042915001656,High Beta
2018-01-09,HRL,-0.00027478473382188377,Consumer Staples,0.450234151534058,Low Beta
2018-01-09,IVZ,0.009724454385672411,Financials,1.5699667125828225,High Beta
2018-01-09,KDP,-0.0016734680676360034,Consumer Staples,0.5522291159748857,Low Beta
2018-01-09,KEY,0.022429095157769037,Financials,1.5750747595418342,High Beta
2018-01-09,KMB,-0.02226740821125742,Consumer Staples,0.5618366175429953,Low Beta
2018-01-09,KR,-0.007176205516886688,Consumer Staples,0.3428434136555888,Low Beta
2018-01-09,LNT,-0.015282184115411905,Utilities,0.669166453672066,Low Beta
2018-01-09,LRCX,-0.0015674871356417112,Information Technology,1.5929226870634567,High Beta
2018-01-09,MGM,0.01588533222257799,Consumer Discretionary,1.790475425493799,High Beta
2018-01-09,MKC,-0.0009690662072586976,Consumer Staples,0.6579102598150524,Low Beta
2018-01-09,MPC,-0.005636522787149229,Energy,1.6182945635653836,High Beta
2018-01-09,NCLH,0.005109477962591642,Consumer Discretionary,1.9367770039299843,High Beta
2018-01-09,NEM,-0.0065385958045537365,Materials,0.2901094275651221,Low Beta
2018-01-09,OKE,-0.002651937706336272,Energy,1.5831842136241936,High Beta
2018-01-09,ON,-0.0021790916326178632,Information Technology,1.6822247449069645,High Beta
2018-01-09,OXY,-0.003997841392556708,Energy,1.7262379082508437,High Beta
2018-01-09,PG,-0.0073311265702589315,Consumer Staples,0.667031482232581,Low Beta
2018-01-09,PRU,0.011749530906813013,Financials,1.595709425793827,High Beta
2018-01-09,PSA,-0.011762131947685479,Real Estate,0.597557369079425,Low Beta
2018-01-09,RCL,0.016869141842745503,Consumer Discretionary,1.809571966821288,High Beta
2018-01-09,SJM,0.0007888422499581529,Consumer Staples,0.3851387093791879,Low Beta
2018-01-09,SW,0.0,Materials,0.4651485500337147,Low Beta
2018-01-09,SYF,0.004574241125628052,Financials,1.5916286187093565,High Beta
2018-01-09,TPR,0.0013236392627157428,Consumer Discretionary,1.6750840332864412,High Beta
2018-01-09,TRGP,-0.0014414364285516876,Energy,1.8301363839659812,High Beta
2018-01-09,TTD,-0.009444938500715249,Communication Services,1.55838494388866,High Beta
2018-01-09,URI,-0.0001160204829190723,Industrials,1.6341744654860664,High Beta
2018-01-09,VZ,-0.003674591898960045,Communication Services,0.5189669305555996,Low Beta
2018-01-09,WDC,-0.010120002818726305,Information Technology,1.6024303444777646,High Beta
2018-01-09,WEC,-0.007979062594248899,Utilities,0.6188645710611731,Low Beta
2018-01-09,WMT,-0.012079375865743026,Consumer Staples,0.5449454621080049,Low Beta
2018-01-09,WYNN,0.006754934811384304,Consumer Discretionary,1.5898594484416992,High Beta
2018-01-09,XYZ,0.002939804848252902,Financials,1.7082948685545214,High Beta
2018-01-10,AEP,-0.015420228984095926,Utilities,0.5855510507318068,Low Beta
2018-01-10,AMP,0.010002866185478321,Financials,1.770886085357816,High Beta
2018-01-10,APA,-0.012649710429975241,Energy,1.9504802306078584,High Beta
2018-01-10,BA,0.005730731599985819,Industrials,1.655419275218408,High Beta
2018-01-10,C,0.004504504790782387,Financials,1.570468635973682,High Beta
2018-01-10,CAG,-0.0150903079495612,Consumer Staples,0.4802031553953858,Low Beta
2018-01-10,CCL,0.004720383191419543,Consumer Discretionary,1.8373474513096075,High Beta
2018-01-10,CHD,-0.011978222647282462,Consumer Staples,0.4887350572192573,Low Beta
2018-01-10,CHRW,-0.00021823447790722918,Industrials,0.5900930323754365,Low Beta
2018-01-10,CL,-0.010899676407920647,Consumer Staples,0.6415020560721268,Low Beta
2018-01-10,CLX,-0.011907020740597254,Consumer Staples,0.3303493339744947,Low Beta
2018-01-10,CMS,-0.016098859868863405,Utilities,0.6372607528228073,Low Beta
2018-01-10,COF,0.014158283566266751,Financials,1.5607250917854707,High Beta
2018-01-10,COST,-0.004680893678488737,Consumer Staples,0.6636627951917302,Low Beta
2018-01-10,CPB,-0.031789348974564716,Consumer Staples,0.3452942820994704,Low Beta
2018-01-10,CVNA,0.04222907563449915,Consumer Discretionary,1.9199095993306492,High Beta
2018-01-10,DG,0.005607548030788237,Consumer Staples,0.5782907860957667,Low Beta
2018-01-10,DPZ,-0.032549445307581,Consumer Discretionary,0.5289651261194434,Low Beta
2018-01-10,DVN,-0.008498480060006853,Energy,1.69817010618707,High Beta
2018-01-10,ED,-0.013380089496908557,Utilities,0.5581115169616554,Low Beta
2018-01-10,EXR,-0.009064955559035977,Real Estate,0.6184219832313661,Low Beta
2018-01-10,FANG,-0.0015700393434682726,Energy,1.5597430966611443,High Beta
2018-01-10,FCX,0.030707294679581835,Materials,1.634547283993815,High Beta
2018-01-10,GEN,-0.01213824305134874,Information Technology,0.6456855977506586,Low Beta
2018-01-10,GILD,0.007780056148213251,Health Care,0.6266118025520079,Low Beta
2018-01-10,GIS,-0.011699700808791244,Consumer Staples,0.4105363536682694,Low Beta
2018-01-10,HAL,0.006884669869695825,Energy,1.779042915001656,High Beta
2018-01-10,HRL,-0.028139702471739796,Consumer Staples,0.450234151534058,Low Beta
2018-01-10,IVZ,-0.010267471947761774,Financials,1.5699667125828225,High Beta
2018-01-10,KDP,0.001568772017498846,Consumer Staples,0.5522291159748857,Low Beta
2018-01-10,KEY,0.012934424695006969,Financials,1.5750747595418342,High Beta
2018-01-10,KMB,-0.015878562154303645,Consumer Staples,0.5618366175429953,Low Beta
2018-01-10,KR,0.007890912970824273,Consumer Staples,0.3428434136555888,Low Beta
2018-01-10,LNT,-0.01775634321999857,Utilities,0.669166453672066,Low Beta
2018-01-10,LRCX,-0.030370111390751856,Information Technology,1.5929226870634567,High Beta
2018-01-10,MGM,0.008586317110115704,Consumer Discretionary,1.790475425493799,High Beta
2018-01-10,MKC,-0.015046632012337966,Consumer Staples,0.6579102598150524,Low Beta
2018-01-10,MPC,0.007364291574038153,Energy,1.6182945635653836,High Beta
2018-01-10,NCLH,0.011941518141739741,Consumer Discretionary,1.9367770039299843,High Beta
